Make,Model,Year,Transmission,Engine,Electrical,Brakes,Structural,HVAC,Amount
GMC,Acadia,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Cadillac,Escalade,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
Kia,Soul,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Traverse,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Ford,Escape,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Dodge Ram,Dart,2016,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Ford,F-250,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Alfa Romeo,Stelvio,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chrysler,200,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
Chrysler,Pacifica,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Chevrolet,Tahoe,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
Volkswagen,Jetta,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17750
Audi,SQ5,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Kia,Sorento,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15000
Jeep,Grand Cherokee,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado 1500,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4000
GMC,Sierra 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Chevrolet,Trailblazer,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Malibu,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Jeep,Cherokee,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Ford,EcoSport,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Colorado,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
GMC,Sierra 1500,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Dodge Ram,Ram 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3750
Dodge Ram,RAM 2500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Cadillac,CT5,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Jeep,Grand Cherokee,2018,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10000
Dodge Ram,Ram 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
GMC,Yukon XL,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Kia,Forte,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Dodge Ram,Durango GT,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Ford,EcoSport,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Hyundai,Santa Fe,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
GMC,Yukon,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12500
Chevrolet,Silverado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Jeep,Compass,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8000
GMC,Sierra,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6000
Chevrolet,Colorado,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
NIssan,Sentra,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6750
Chevrolet,Silverado,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,25750
Mitsubishi,Outlander,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10500
Kia,Carnival,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14000
Jeep,Renegade,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9750
Ford,Mustang,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6000
Lincoln,Nautilus,2019,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9000
Jeep,Cherokee,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Kia,Stinger,2018,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5000
Dodge,Grand Caravan,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Ford,F-150,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
GMC,Sierra 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8500
Ford,Explorer,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7400
Ford,Explorer,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11000
Ford,Explorer,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
GMC,Sierra,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Equinox,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Canyon,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Ford,Escape,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Ford,Escape,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Chevrolet,Silverado,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
Cadillac,CTS,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21000
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Jeep,Wagoneer,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15000
GMC,Sierra,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7000
Chevrolet,Sonic,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Jeep,Renegade,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Kia,Soul,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Jeep,Compass,2017,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8000
Chevrolet,Malibu,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Equinox,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
Chevrolet,Silverado,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22000
GMC,Sierra 250,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Tahoe,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Kia,Optima,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Chevrolet,Impala,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14500
Ford,F-150,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500 LTD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,23500
Chevrolet,Silverado K1500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Chrysler,Pacifica,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Jeep,Grand Cherokee,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500 4WD,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18000
Dodge,Grand Caravan,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Nissan,Versa,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Kia,Optima,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
GMC,Sierra 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Cruze,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Jeep,Renegade,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Colorado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Chevrolet,Silverado 2500HD,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Ford,Focus,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
Jeep,Grand Cherokee,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11000
Jeep,Grand Cherokee,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Malibu,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Ford,F-350,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14000
Dodge,Durango,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
GMC,Sierra L,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Traverse,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Toyota,Corolla,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Jeep,Cherokee,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Camaro,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Trax,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Nissan,Titan,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
GMC,Sierra 3500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Audi,Q5,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14000
Chevrolet,Silverado,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Dodge,Journey,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7750
Dodge,Journey,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Jeep,Renegade,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
GMC,Sierra 3500HD,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Jeep,Cherokee,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Ford,EcoSport,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1500
GMC,Terrain,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Nissan,Rogue,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3750
Jeep,Wrangler,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,23000
Dodge Ram,Ram 1500,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Lincoln,MKX,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Trailblazer,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Volkswagen,Jetta,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Dodge,Journey,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
GMC,Sierra 1500,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13000
Dodge,Ram 1500,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15000
Buick,Encore GX,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Sierra 3500,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Hyundai,Elantra,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4550
Lincoln,MKX,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6200
Ford,Explorer,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Dodge Ram,Ram 1500,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Dodge Ram,RAM 1500 4WD,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8250
Ford,Expedition,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Volkswagen,Jetta,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Dodge,Durango,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Jeep,Grand Cherokee,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Hyundai,Sonata Sedan 4D,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
GMC,Acadia,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Jeep,Renegade,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Ford,Edge,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Hyundai,Elantra,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
GMC,Sierra K1500 SL,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Ford,Edge,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Jeep,Compass,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8750
Lincoln,Navigator,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Chrysler,Pacifica,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6250
Subaru,Impreza,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado 1500,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Grand Cherokee,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Compass,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8250
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Hyundai,Elantra,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8750
Volkswagen,Tiguan,2019,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Camaro,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Equinox,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
Kia,Soul,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
Honda,Odyssey,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Kia,Rio,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Jeep,Renegade,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Jeep,Grand Cherokee,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Kia,Forte,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Jeep,Renegade,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Ford,F-150,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Genesis,G70,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
Honda,CR-V,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Tahoe,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
NIssan,Sentra,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 2500HD,2020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7000
Kia,Sportage,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5500
NIssan,Armada,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
GMC,Sierra,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,25500
GMC,Sierra,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Dodge Ram,Ram ProMaster,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7750
Jeep,Compass,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Ford,Explorer,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8500
Hyundai,Santa Fe,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Ford,Escape,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Ford,F-150,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3800
Cadillac,CT5,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Malibu LS,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Honda,Odyssey,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3000
Chevrolet,Equinox,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
NIssan,Altima,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado 1500,2017,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8000
Honda,Odyssey Elite,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Chevrolet,Trailblazer,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8750
Chevrolet,Silverado 2500,2020,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12500
Nissan,Rogue,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4250
Hyundai,Elantra,2019,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3500
Chevrolet,Sonic,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Ford,Escape,2020,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7000
Audi,Q3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Kia,Sorento,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Volkswagen,Jetta,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Cadillac,Escalade ESV,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8750
Mitsubishi,Mirage,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Chevrolet,Tahoe,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Wrangler,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Kia,Sorento EX V6,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Hyundai,Sonata,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Chevrolet,Trailblazer,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15716.97
Chevrolet,Malibu,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Nissan,Titan XD,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Kia,Seltos,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2500
Chevrolet,Silverado 3500HD,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Kia,Sorento,2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10000
Jeep,Cherokee,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Jeep,Compass,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Hyundai,Kona,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
Hyundai,Veloster,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
Chevrolet,Traverse,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9750
Chevrolet,Blazer,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Ford,Super Duty,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Ford,Explorer,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Ford,Mustang,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
Chrysler,Pacifica,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Dodge Ram,Ram 1500,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Malibu,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13500
Ford,Expedition,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11000
Chevrolet,Colorado,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Cadilac,XT4,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Hyundai,Sonata,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4300
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20250
GMC,Yukon,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Trax,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20000
Chevrolet,Trailblazer,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Nissan,Rogue,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
Dodge,Durango,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Ford,Explorer,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5200
Chevrolet,Silverado,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Traverse,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25000
Ford,Escape,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1000
Cadillac,XT4,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Dodge Ram,RAM 2500 ST,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Dodge Ram,Ram 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8750
Jeep,Compass,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Camaro,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Ford,Bronco Sport,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Dodge,Ram 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chrysler,Pacifica,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Ford,F-150,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
NIssan,Sentra,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
Dodge Ram,RAM 2500,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
GMC,Sierra 1500,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10000
Dodge Ram,Ram 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Ford,Mustang,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Ford,F-350,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Dodge Ram,Ram 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Jaguar,E-Pace,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
NIssan,Armada,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Jaguar,F-Pace,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Chevrolet,Traverse,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Ford,Explorer,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Chevrolet,Equinox,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
Chevrolet,Equinox,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11000
Volkswagen,Atlas,2019,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5500
Chevrolet,Trailblazer,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Cadillac,ATS Sedan,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Ford,Explorer,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Trax,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Ford,Escape,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Trax,2018,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5000
Jeep,Grand Cherokee,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Kia,Sorento,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Volkswagen,Taos,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
